ID,Education,Marital_Status,age,Income,Childern_count,NumWebVisitsMonth,Complain,RFM_Score,Customer_segment,Campaign_1_Status,Campaign_2_Status,Campaign_3_Status,Campaign_4_Status,Campaign_5_Status,Response
254,Graduation,Married,59,53863.0,1,7,0,3.37,Medium Value Customer,0,0,0,1,0,0
4179,Graduation,Married,55,24221.0,0,4,0,0.7,Lost Customers,0,0,0,0,0,0
3710,PhD,Single,30,39684.0,1,7,1,1.35,Lost Customers,0,0,0,0,0,1
7627,Master,Married,39,92163.0,0,2,0,3.75,Medium Value Customer,1,0,0,0,1,1
4501,Master,Single,49,69882.0,0,1,0,3.05,Medium Value Customer,0,0,0,0,0,0
6424,Graduation,Married,37,33178.0,1,4,0,1.08,Lost Customers,0,0,0,0,0,0
3075,PhD,Married,42,59973.0,0,1,0,2.5,Low Value Customers,0,0,0,0,0,0
4992,Master,Married,39,17459.0,1,7,0,1.99,Low Value Customers,0,0,0,0,0,1
5252,Graduation,Divorced,45,23910.0,1,7,0,0.8,Lost Customers,0,0,0,0,0,0
7444,Master,Married,45,42169.0,2,8,0,1.25,Lost Customers,0,0,0,0,0,0
6919,Others,Married,36,26224.0,1,6,0,1.78,Low Value Customers,0,0,0,0,0,0
3537,Graduation,Married,33,31089.0,1,8,0,1.82,Low Value Customers,0,0,0,0,0,0
10277,Graduation,Single,53,30081.0,1,7,0,0.95,Lost Customers,0,0,0,0,0,0
2453,Graduation,Married,54,62807.0,1,5,0,3.66,Medium Value Customer,0,0,0,0,0,0
7972,Graduation,Single,59,72906.0,0,1,0,2.62,Low Value Customers,0,0,0,0,0,0
895,PhD,Married,66,61467.0,2,5,0,3.24,Medium Value Customer,0,0,0,0,0,0
1177,Master,Married,48,49618.0,2,7,0,1.81,Low Value Customers,0,0,0,0,0,0
7141,Master,Single,28,21888.0,1,10,0,2.41,Low Value Customers,0,0,0,0,0,1
7232,Graduation,Widow,41,42429.0,1,5,0,0.92,Lost Customers,0,0,0,0,0,0
8477,Graduation,Divorced,58,26150.0,3,7,0,0.69,Lost Customers,0,0,0,0,0,0
2457,Others,Married,39,30801.0,1,7,0,1.23,Lost Customers,0,0,0,0,0,0
988,Graduation,Married,49,81168.0,0,3,0,2.77,Low Value Customers,1,0,0,0,0,0
7930,Master,Single,45,26877.0,0,6,0,1.96,Low Value Customers,0,0,0,0,0,0
4587,Master,Widow,70,45006.0,0,3,0,1.84,Low Value Customers,0,0,0,0,0,0
6682,Others,Married,41,18978.0,1,8,0,0.84,Lost Customers,0,0,0,0,0,0
6222,Graduation,Married,47,22574.0,3,7,0,1.45,Lost Customers,0,0,0,0,0,0
10299,PhD,Single,45,48240.0,0,5,0,3.99,Medium Value Customer,0,0,0,0,0,1
3083,Graduation,Married,40,45837.0,2,7,0,2.74,Low Value Customers,0,0,0,0,0,0
8953,Master,Single,49,35791.0,3,8,0,0.7,Lost Customers,0,0,0,0,0,0
1503,PhD,Married,38,162397.0,2,1,0,0.52,Lost Customers,0,0,0,0,0,0
8650,Graduation,Widow,36,54162.0,2,4,0,0.91,Lost Customers,0,0,0,0,0,0
10862,Master,Married,54,30522.0,1,2,0,3.17,Medium Value Customer,0,0,0,0,0,0
2782,PhD,Married,53,54456.0,1,6,0,3.05,Medium Value Customer,0,0,0,0,0,0
6941,Graduation,Single,43,31632.0,0,7,0,0.71,Lost Customers,0,0,0,0,0,0
10972,Graduation,Widow,65,72298.0,0,1,0,2.33,Low Value Customers,0,0,0,1,1,0
10708,Others,Single,36,36975.0,1,7,0,0.78,Lost Customers,0,0,0,0,0,0
6583,Others,Married,59,72635.0,0,3,0,3.53,Medium Value Customer,1,0,0,0,0,0
3641,Graduation,Married,38,13624.0,1,6,0,0.96,Lost Customers,0,0,0,0,0,0
10156,Graduation,Single,39,84196.0,1,3,0,3.33,Medium Value Customer,0,0,0,0,0,0
4299,Graduation,Married,54,70971.0,1,7,0,4.77,Top Customers,0,0,0,0,0,1
3469,PhD,Divorced,37,34487.0,2,9,0,1.37,Lost Customers,0,0,0,0,0,0
5063,Graduation,Single,37,28769.0,1,9,0,1.95,Low Value Customers,0,0,0,0,0,0
10727,PhD,Married,44,69084.0,1,8,0,4.22,High value Customer,0,0,0,0,0,0
9624,PhD,Married,56,65488.0,0,1,0,2.38,Low Value Customers,0,0,0,0,0,0
5156,Others,Married,44,62466.0,1,4,0,4.57,Top Customers,0,0,0,0,0,0
4376,Others,Single,54,32218.0,0,7,0,1.46,Lost Customers,0,0,1,0,0,1
8923,Graduation,Single,41,83917.0,0,3,0,3.84,Medium Value Customer,0,0,0,0,0,1
8461,Graduation,Divorced,52,46102.0,3,7,0,0.87,Lost Customers,0,0,0,0,0,0
6945,Graduation,Single,62,84574.0,0,5,0,4.42,High value Customer,0,0,0,0,0,0
944,Graduation,Married,52,56181.0,1,4,0,2.68,Low Value Customers,0,0,0,0,0,0
1907,Master,Divorced,64,63120.0,1,7,0,4.27,High value Customer,0,0,0,0,0,1
701,Graduation,Married,43,73691.0,1,2,0,2.96,Low Value Customers,0,0,1,0,0,0
3856,Graduation,Married,54,63381.0,1,2,0,4.08,High value Customer,0,0,0,0,0,0
4149,PhD,Married,66,76140.0,0,2,0,3.5,Medium Value Customer,0,0,0,0,0,0
2131,PhD,Divorced,55,62859.0,1,6,0,4.01,High value Customer,0,0,0,0,0,0
2942,Graduation,Single,50,45906.0,1,5,0,2.7,Low Value Customers,0,0,1,0,0,0
1173,Master,Married,67,77632.0,0,2,0,2.08,Low Value Customers,0,0,0,1,1,1
4381,PhD,Married,43,46463.0,2,6,0,2.79,Low Value Customers,0,0,0,0,0,0
4611,Graduation,Married,44,105471.0,0,3,0,4.65,Top Customers,1,0,0,0,1,1
3376,Master,Divorced,44,55282.0,1,4,0,2.32,Low Value Customers,0,0,0,0,0,0
4679,Master,Married,37,78710.0,1,4,0,4.53,Top Customers,0,0,0,0,0,0
10928,Graduation,Married,56,66886.0,1,5,0,3.0,Low Value Customers,0,0,0,0,0,0
4248,Master,Single,54,98777.0,0,1,0,3.4,Medium Value Customer,0,0,0,1,0,0
6728,Graduation,Married,29,29103.0,1,9,0,1.12,Lost Customers,0,0,0,0,0,0
6661,Graduation,Married,40,67445.0,1,6,0,4.49,High value Customer,0,0,0,0,0,0
4725,PhD,Married,64,50616.0,1,2,0,1.13,Lost Customers,0,0,0,0,0,0
3277,Graduation,Divorced,59,49431.0,1,8,0,2.78,Low Value Customers,0,0,0,0,0,0
5555,Graduation,Divorced,39,153924.0,0,0,0,0.14,Lost Customers,0,0,0,0,0,0
2564,Graduation,Married,61,61278.0,1,6,0,1.59,Lost Customers,0,0,0,0,0,0
946,Others,Married,56,26490.0,0,6,0,1.7,Low Value Customers,0,0,0,0,0,0
3867,PhD,Married,67,73059.0,1,4,0,4.4,High value Customer,0,0,0,0,0,0
6940,PhD,Single,48,46734.0,3,6,0,1.87,Low Value Customers,0,0,1,0,0,0
55,Graduation,Married,51,56253.0,1,6,0,3.49,Medium Value Customer,0,0,0,0,0,0
7093,Graduation,Married,29,19986.0,1,7,0,0.33,Lost Customers,0,0,0,0,0,0
5084,Graduation,Widow,39,58330.0,1,4,0,3.77,Medium Value Customer,0,0,0,0,0,0
1777,Others,Married,34,25965.0,0,8,0,1.18,Lost Customers,0,0,0,0,0,0
8162,Master,Married,58,14661.0,0,6,0,0.49,Lost Customers,0,0,0,0,0,0
10826,Graduation,Married,55,18690.0,0,8,0,0.57,Lost Customers,0,0,0,0,0,0
8754,PhD,Married,40,45068.0,1,7,0,0.7,Lost Customers,0,0,0,0,0,0
1987,Others,Single,27,21063.0,1,6,0,1.4,Lost Customers,0,0,0,0,0,0
11007,PhD,Married,46,29187.0,1,8,0,0.83,Lost Customers,0,0,0,0,0,0
7426,Others,Married,43,54690.0,2,3,0,1.95,Low Value Customers,0,0,0,0,0,0
9153,PhD,Married,50,59304.0,1,5,0,4.23,High value Customer,0,0,0,0,0,0
10379,Master,Single,52,59247.0,2,6,0,3.28,Medium Value Customer,0,0,0,0,0,0
9204,Graduation,Widow,44,66731.0,1,3,0,2.96,Low Value Customers,0,0,0,0,0,0
3197,Graduation,Married,34,77353.0,1,4,0,3.47,Medium Value Customer,0,0,0,0,0,0
2920,PhD,Single,39,52614.0,1,8,0,2.54,Low Value Customers,0,0,0,0,0,0
6961,Graduation,Married,40,26751.0,2,8,0,0.7,Lost Customers,0,0,0,0,0,0
4673,PhD,Married,51,81300.0,1,5,0,3.81,Medium Value Customer,1,0,0,0,0,1
9937,Graduation,Single,35,70337.0,0,1,0,2.65,Low Value Customers,0,0,0,0,0,0
8779,Others,Married,29,36145.0,1,9,0,2.42,Low Value Customers,0,0,1,0,0,1
9596,PhD,Single,34,65295.0,0,2,0,3.62,Medium Value Customer,0,0,0,0,0,0
2891,Graduation,Divorced,51,68118.0,1,6,0,3.91,Medium Value Customer,0,0,0,0,0,0
4910,Graduation,Divorced,47,68743.0,0,7,0,4.31,High value Customer,0,0,0,0,0,0
75,Others,Married,32,41039.0,0,8,0,2.6,Low Value Customers,0,0,0,0,0,0
10120,Graduation,Married,59,38946.0,1,5,0,1.89,Low Value Customers,0,0,0,0,0,0
6327,Graduation,Married,47,65777.0,0,1,0,2.56,Low Value Customers,0,0,0,0,0,0
10142,PhD,Divorced,38,66476.0,1,4,0,3.01,Medium Value Customer,0,0,0,0,0,0
9826,PhD,Single,42,86857.0,0,2,0,3.39,Medium Value Customer,0,0,0,0,0,1
1501,PhD,Married,32,160803.0,0,0,0,4.84,Top Customers,0,0,0,0,0,0
10767,PhD,Married,25,77845.0,0,1,0,3.64,Medium Value Customer,1,0,0,0,1,0
7279,PhD,Married,45,69476.0,0,2,0,2.82,Low Value Customers,0,0,0,0,0,0
7230,PhD,Divorced,54,50611.0,1,6,0,3.38,Medium Value Customer,0,0,0,1,0,1
143,Graduation,Single,44,61209.0,0,2,0,2.08,Low Value Customers,0,0,0,0,0,0
450,Master,Married,56,42315.0,1,3,0,1.84,Low Value Customers,0,0,0,0,0,0
9316,Others,Married,62,13084.0,0,6,0,0.93,Lost Customers,0,0,0,0,0,0
6379,Master,Widow,65,47570.0,2,7,0,2.05,Low Value Customers,0,0,0,0,0,1
9239,Master,Married,53,61923.0,2,3,0,1.18,Lost Customers,0,0,0,0,0,0
8315,Graduation,Single,19,34824.0,0,6,0,0.4,Lost Customers,0,0,0,0,0,0
2868,PhD,Single,65,26518.0,2,8,0,1.64,Low Value Customers,0,0,0,0,0,1
10888,Graduation,Single,53,45938.0,0,6,0,3.42,Medium Value Customer,0,0,0,0,0,0
1277,Graduation,Married,54,78468.0,0,4,0,4.62,Top Customers,1,0,0,0,0,0
9977,Graduation,Divorced,41,78901.0,1,4,0,3.01,Medium Value Customer,0,0,0,0,0,0
10196,Graduation,Married,36,71427.0,2,4,0,3.56,Medium Value Customer,0,0,0,0,0,0
6384,Graduation,Divorced,36,71022.0,1,8,0,3.71,Medium Value Customer,0,0,1,0,0,0
8029,Master,Single,26,90247.0,0,1,0,2.64,Low Value Customers,1,0,0,1,1,1
968,Master,Divorced,46,41335.0,1,7,0,2.34,Low Value Customers,0,0,0,0,0,0
6988,Graduation,Married,28,71952.0,1,4,0,3.42,Medium Value Customer,0,0,1,0,1,0
4472,PhD,Divorced,44,35682.0,1,2,0,1.14,Lost Customers,0,0,0,0,0,0
6991,Graduation,Divorced,63,43185.0,1,8,0,3.09,Medium Value Customer,0,0,0,0,0,0
3336,PhD,Married,66,66375.0,1,7,0,2.0,Low Value Customers,0,0,1,0,0,0
4301,Master,Married,43,35178.0,1,7,0,1.07,Lost Customers,0,0,1,0,0,1
1940,Graduation,Married,28,25252.0,1,8,0,0.7,Lost Customers,0,0,0,0,0,0
1272,Master,Single,49,55250.0,1,5,0,4.3,High value Customer,0,0,0,0,0,0
1388,Graduation,Single,39,33249.0,1,6,0,1.81,Low Value Customers,0,0,0,0,0,0
1044,Graduation,Married,61,58398.0,0,4,0,3.43,Medium Value Customer,0,0,0,0,0,0
6969,Graduation,Married,32,50272.0,1,7,0,2.06,Low Value Customers,0,0,0,0,0,0
10479,PhD,Married,39,76618.0,0,1,0,1.91,Low Value Customers,0,0,0,0,0,0
3619,Others,Divorced,54,87305.0,0,2,0,3.08,Medium Value Customer,0,0,0,0,1,1
1715,Graduation,Married,36,25851.0,1,7,0,1.33,Lost Customers,0,0,0,0,0,0
10159,Graduation,Divorced,44,58710.0,1,6,0,4.36,High value Customer,0,0,0,0,0,0
1463,Graduation,Single,56,45160.0,2,7,0,0.82,Lost Customers,0,0,0,0,0,0
5114,Master,Married,49,74806.0,1,4,0,3.01,Medium Value Customer,0,0,0,0,0,0
4990,Graduation,Married,60,59111.0,0,7,0,3.26,Medium Value Customer,0,0,0,0,0,0
4329,PhD,Married,30,18988.0,1,7,0,1.08,Lost Customers,0,0,0,0,0,0
10936,Graduation,Married,49,72190.0,0,3,0,2.42,Low Value Customers,0,0,0,0,0,0
4692,Graduation,Married,38,7500.0,1,9,0,2.38,Low Value Customers,0,0,1,0,0,1
7212,Graduation,Married,48,44794.0,1,6,0,0.66,Lost Customers,0,0,0,0,0,0
6086,Graduation,Married,59,80395.0,0,2,0,3.96,Medium Value Customer,1,0,0,0,0,0
437,Master,Divorced,38,75012.0,0,1,0,3.98,Medium Value Customer,0,0,0,0,0,0
11171,Master,Married,49,56962.0,3,7,0,3.48,Medium Value Customer,0,0,0,0,0,0
11101,Graduation,Married,23,89891.0,0,4,0,4.54,Top Customers,0,0,0,0,1,0
5329,PhD,Divorced,65,35946.0,2,5,0,0.71,Lost Customers,0,0,0,0,0,0
610,PhD,Married,61,53593.0,2,8,0,3.84,Medium Value Customer,0,0,0,0,0,0
9384,Graduation,Married,36,66373.0,2,3,0,3.85,Medium Value Customer,0,0,0,0,0,0
5956,PhD,Divorced,66,45072.0,3,8,0,2.45,Low Value Customers,0,0,0,0,0,0
10430,Graduation,Divorced,41,89694.0,2,5,0,2.56,Low Value Customers,1,0,0,1,1,0
7875,Graduation,Married,65,72025.0,0,2,0,4.33,High value Customer,1,0,0,1,1,1
7072,Graduation,Married,41,67432.0,1,4,0,3.05,Medium Value Customer,0,0,0,0,0,0
6255,Master,Married,62,70545.0,1,2,0,2.41,Low Value Customers,0,0,0,0,0,0
6516,Others,Married,25,17487.0,1,7,0,0.61,Lost Customers,0,0,0,0,0,0
5564,Graduation,Married,45,62882.0,1,4,0,3.56,Medium Value Customer,0,0,0,0,0,0
5682,PhD,Single,61,64108.0,1,5,0,4.86,Top Customers,0,0,0,0,0,0
7458,Master,Married,58,34941.0,2,8,0,1.7,Low Value Customers,0,0,0,0,0,0
5237,PhD,Single,64,48767.0,3,5,0,1.48,Lost Customers,0,0,0,0,0,0
7761,Others,Married,36,38702.0,1,6,0,1.55,Lost Customers,0,0,0,0,0,0
5278,Graduation,Married,50,82224.0,0,3,0,3.31,Medium Value Customer,1,0,0,0,0,0
3560,Graduation,Married,62,83844.0,0,1,0,3.32,Medium Value Customer,0,0,0,0,1,0
7235,Others,Married,39,17003.0,1,5,0,1.8,Low Value Customers,0,0,0,0,0,0
10548,Graduation,Single,19,71163.0,0,1,0,4.19,High value Customer,0,0,0,0,0,0
2281,Graduation,Single,44,33697.0,1,7,0,0.63,Lost Customers,0,0,1,0,0,0
4073,Others,Married,60,63564.0,0,6,0,4.84,Top Customers,0,0,1,0,0,1
6974,PhD,Married,42,83443.0,0,2,0,3.45,Medium Value Customer,0,0,0,0,0,0
7938,PhD,Married,56,51518.0,1,3,0,2.53,Low Value Customers,0,0,0,0,0,0
7094,Graduation,Widow,39,58330.0,1,4,0,3.77,Medium Value Customer,0,0,0,0,0,0
3667,Graduation,Married,45,80952.0,0,8,0,4.39,High value Customer,1,0,0,1,1,1
7723,Graduation,Married,35,75507.0,0,3,0,3.51,Medium Value Customer,0,0,0,0,0,0
3870,Others,Married,36,63855.0,0,4,0,4.21,High value Customer,0,0,0,0,0,0
4012,PhD,Married,42,62220.0,1,6,0,3.87,Medium Value Customer,0,0,0,0,0,1
5909,Graduation,Married,50,58512.0,1,8,0,3.57,Medium Value Customer,0,0,0,0,0,0
10470,Master,Married,35,40662.0,1,4,0,1.9,Low Value Customers,0,0,0,0,0,0
6488,PhD,Married,55,38829.0,1,5,0,1.24,Lost Customers,0,0,0,0,0,0
10270,Others,Married,33,35523.0,1,7,0,1.83,Low Value Customers,0,0,0,0,0,0
6887,Graduation,Single,47,79146.0,2,6,0,3.32,Medium Value Customer,0,0,0,0,0,0
6406,Master,Married,26,78285.0,0,3,0,3.84,Medium Value Customer,0,0,0,0,0,0
7573,PhD,Single,36,31626.0,1,7,0,1.31,Lost Customers,0,0,1,0,0,1
4508,Graduation,Single,62,75127.0,0,1,0,2.88,Low Value Customers,0,0,0,0,0,0
221,Graduation,Married,59,48726.0,1,6,0,1.84,Low Value Customers,0,0,0,0,0,0
5331,Graduation,Married,37,74985.0,0,2,0,3.16,Medium Value Customer,0,0,0,0,0,0
1911,Graduation,Married,27,67430.0,0,6,0,4.84,Top Customers,0,0,0,0,0,0
20,Others,Married,49,46891.0,1,4,0,1.21,Lost Customers,0,0,0,0,0,0
8786,Master,Married,58,62058.0,1,6,0,3.01,Medium Value Customer,0,0,0,0,0,0
10582,Graduation,Married,35,72063.0,1,2,0,3.91,Medium Value Customer,0,0,0,0,0,0
1915,PhD,Married,63,78939.0,0,3,0,3.32,Medium Value Customer,0,0,0,0,0,0
8897,Graduation,Single,49,42720.0,2,8,0,4.47,High value Customer,0,0,0,0,0,1
2371,Graduation,Married,42,33622.0,2,7,0,1.92,Low Value Customers,0,0,0,0,0,0
4303,PhD,Married,57,6835.0,1,20,0,0.19,Lost Customers,0,0,0,0,0,0
6825,Graduation,Married,61,41452.0,2,7,0,0.24,Lost Customers,0,0,0,0,0,0
1072,PhD,Single,49,40760.0,1,6,0,1.41,Lost Customers,0,0,0,0,0,0
4964,PhD,Married,56,74250.0,0,1,0,2.72,Low Value Customers,0,0,0,0,0,0
2461,Master,Single,59,51124.0,2,3,0,0.81,Lost Customers,0,0,0,0,0,0
10736,Graduation,Single,43,72258.0,1,2,0,3.9,Medium Value Customer,0,0,0,0,0,0
3194,PhD,Single,40,71466.0,0,1,0,2.92,Low Value Customers,0,0,0,0,0,0
10839,Graduation,Married,38,36283.0,2,4,0,1.09,Lost Customers,0,0,0,0,0,0
49,Graduation,Single,44,20587.0,1,7,0,0.86,Lost Customers,0,0,0,0,0,0
4290,Graduation,Married,42,30467.0,1,7,0,0.83,Lost Customers,0,0,0,0,0,0
10219,Graduation,Married,42,31590.0,1,8,0,0.85,Lost Customers,0,0,0,0,0,0
4211,Others,Married,28,20425.0,1,7,0,1.62,Low Value Customers,0,0,0,0,0,0
1135,Master,Married,54,17144.0,2,7,0,1.8,Low Value Customers,0,0,0,0,0,0
6299,PhD,Divorced,46,42564.0,1,7,0,4.21,High value Customer,0,0,1,0,0,1
10846,Master,Married,36,43783.0,1,7,0,3.95,Medium Value Customer,0,0,1,0,0,0
347,Graduation,Divorced,38,40780.0,1,9,0,2.99,Low Value Customers,0,0,0,0,0,0
6543,Master,Married,69,62847.0,0,2,0,2.39,Low Value Customers,0,0,0,0,0,0
10446,PhD,Married,57,82017.0,0,2,0,2.77,Low Value Customers,1,0,0,1,1,1
3479,Graduation,Single,64,16813.0,0,7,0,1.04,Lost Customers,0,0,1,0,0,0
11075,Graduation,Married,36,51267.0,2,4,0,2.57,Low Value Customers,0,0,0,0,0,0
4442,Graduation,Single,53,46524.0,1,3,0,1.55,Lost Customers,0,0,0,0,0,0
199,Master,Single,52,45183.0,0,7,0,2.38,Low Value Customers,0,0,0,1,0,0
6722,PhD,Married,60,70421.0,1,6,0,3.55,Medium Value Customer,0,0,0,0,0,0
796,Others,Divorced,49,60161.0,1,8,0,4.54,Top Customers,0,0,0,0,0,0
3749,Graduation,Married,41,73926.0,0,3,0,4.02,High value Customer,0,0,0,0,0,0
8523,Graduation,Married,46,19329.0,1,8,0,1.96,Low Value Customers,0,0,0,0,0,0
310,Master,Married,44,61872.0,1,4,0,3.33,Medium Value Customer,0,0,0,0,0,0
8629,Graduation,Widow,58,46984.0,2,5,0,0.62,Lost Customers,0,0,0,0,0,0
236,Graduation,Married,63,34838.0,2,6,0,1.78,Low Value Customers,0,0,0,0,0,0
9930,PhD,Single,70,82716.0,0,2,0,4.78,Top Customers,0,0,0,0,0,0
3483,Graduation,Married,56,48192.0,0,8,0,3.97,Medium Value Customer,1,1,0,1,0,1
4599,Master,Married,38,49681.0,2,7,0,3.44,Medium Value Customer,0,0,0,0,0,0
7326,Master,Married,43,56850.0,1,2,0,0.78,Lost Customers,0,0,0,0,0,0
7352,Graduation,Married,57,55267.0,1,3,0,3.0,Low Value Customers,0,0,0,0,0,0
2350,Graduation,Married,42,59666.0,2,8,0,3.1,Medium Value Customer,0,0,0,1,0,0
9145,Graduation,Single,42,72504.0,1,2,0,3.8,Medium Value Customer,0,0,0,0,0,0
2964,Graduation,Married,33,26872.0,0,6,0,1.15,Lost Customers,0,0,0,0,0,0
5585,Graduation,Single,42,21359.0,1,8,0,1.66,Low Value Customers,0,0,0,0,0,1
9687,Graduation,Single,39,73170.0,0,2,0,3.01,Medium Value Customer,0,0,0,0,0,0
3732,Master,Married,59,52750.0,1,4,0,4.23,High value Customer,0,0,0,0,0,0
6303,PhD,Married,28,91820.0,0,1,0,3.58,Medium Value Customer,0,0,0,0,0,0
11176,PhD,Married,44,65968.0,1,3,0,3.31,Medium Value Customer,0,0,0,0,0,0
2986,Graduation,Married,38,30772.0,2,6,0,0.22,Lost Customers,0,0,0,0,0,0
7462,Graduation,Single,60,22507.0,0,9,0,3.07,Medium Value Customer,0,0,0,0,0,0
3900,Graduation,Married,42,65685.0,1,5,0,3.53,Medium Value Customer,0,0,0,0,0,0
7034,Others,Married,36,25804.0,1,8,0,1.4,Lost Customers,0,0,0,0,0,0
9493,PhD,Single,34,76412.0,0,3,0,3.29,Medium Value Customer,1,0,0,0,1,1
1143,Graduation,Married,42,22063.0,1,7,0,1.34,Lost Customers,0,0,0,0,0,0
1,Graduation,Single,53,57091.0,0,5,0,3.4,Medium Value Customer,0,1,0,0,0,1
3855,Graduation,Married,51,22419.0,0,8,0,1.34,Lost Customers,0,0,0,0,0,0
5536,Graduation,Married,55,87771.0,1,6,0,3.3,Medium Value Customer,1,1,0,1,1,1
5989,Others,Divorced,55,78353.0,1,8,0,4.04,High value Customer,0,0,0,0,0,0
9499,Graduation,Married,60,93404.0,3,5,0,2.49,Low Value Customers,0,0,0,1,1,0
6768,Graduation,Divorced,52,37859.0,3,8,0,0.84,Lost Customers,0,0,0,0,0,0
2150,PhD,Widow,56,80995.0,1,4,0,3.49,Medium Value Customer,0,0,0,0,0,0
6646,Graduation,Married,30,16529.0,1,6,0,0.98,Lost Customers,0,0,0,0,0,0
4887,PhD,Divorced,38,55412.0,2,5,0,0.91,Lost Customers,0,0,0,0,0,0
8560,Graduation,Single,22,48789.0,0,6,0,2.69,Low Value Customers,0,0,0,0,0,0
3321,PhD,Married,47,56575.0,2,5,0,3.44,Medium Value Customer,0,0,0,0,0,0
11003,Others,Married,34,25130.0,1,7,0,1.59,Lost Customers,0,0,0,0,0,0
10402,Graduation,Married,47,35441.0,2,8,0,0.7,Lost Customers,0,0,0,0,0,0
9904,Graduation,Married,58,71391.0,1,3,0,4.47,High value Customer,0,0,0,0,0,0
6141,Master,Single,42,49494.0,1,7,0,2.38,Low Value Customers,0,0,0,0,0,0
5687,Graduation,Divorced,34,81702.0,0,3,0,4.03,High value Customer,0,0,0,0,0,0
10856,Others,Single,34,45889.0,1,6,0,0.83,Lost Customers,0,0,0,0,0,0
5121,Graduation,Single,37,56628.0,1,5,0,3.53,Medium Value Customer,0,0,1,0,0,0
4186,Graduation,Married,64,34026.0,2,5,0,1.99,Low Value Customers,0,0,0,0,0,0
368,Graduation,Married,40,40049.0,1,5,0,2.26,Low Value Customers,0,0,0,0,0,0
3312,Graduation,Single,26,34176.0,1,6,0,2.3,Low Value Customers,0,0,0,0,0,0
11121,Graduation,Married,33,19419.0,1,9,0,1.82,Low Value Customers,0,0,0,0,0,0
5332,Others,Married,54,82504.0,0,1,0,3.2,Medium Value Customer,0,0,0,0,0,0
5848,Graduation,Married,44,81205.0,0,2,0,3.25,Medium Value Customer,0,1,1,0,1,1
10343,Others,Single,23,61618.0,0,3,0,3.37,Medium Value Customer,0,0,0,0,0,0
5935,Master,Single,58,55284.0,1,5,0,3.84,Medium Value Customer,0,0,0,0,0,0
2895,Graduation,Single,51,49980.0,1,5,0,1.8,Low Value Customers,0,0,0,0,0,0
10262,Graduation,Married,34,15072.0,2,5,0,1.67,Low Value Customers,0,0,0,0,0,0
7848,Graduation,Single,40,49166.0,1,6,0,2.5,Low Value Customers,0,0,0,0,0,0
9477,PhD,Married,60,65324.0,1,4,0,3.76,Medium Value Customer,0,0,0,0,0,0
4856,Others,Married,57,82347.0,0,3,0,4.25,High value Customer,1,0,1,0,0,0
7186,PhD,Married,48,30843.0,2,5,0,1.08,Lost Customers,0,0,1,0,0,0
5794,PhD,Married,40,46374.0,1,8,0,3.4,Medium Value Customer,1,0,0,1,0,1
1456,Graduation,Single,35,60474.0,1,7,0,4.75,Top Customers,0,0,0,0,0,0
4877,Master,Married,41,38576.0,1,7,0,1.13,Lost Customers,0,0,0,0,0,0
425,Graduation,Married,29,55357.0,2,5,0,3.62,Medium Value Customer,0,0,0,0,0,0
3007,Graduation,Married,48,37758.0,2,8,0,1.04,Lost Customers,0,0,0,0,0,0
1031,Others,Married,25,85710.0,0,2,0,4.63,Top Customers,0,0,0,0,1,0
4297,Graduation,Married,45,23228.0,1,8,0,1.13,Lost Customers,0,0,0,0,0,0
807,Master,Married,45,44602.0,2,8,0,2.95,Low Value Customers,0,0,0,0,0,0
9553,Graduation,Married,27,7500.0,0,6,0,0.18,Lost Customers,0,0,0,0,0,0
4271,Others,Married,25,38683.0,1,7,0,2.62,Low Value Customers,0,0,0,0,0,0
4120,Others,Single,39,49514.0,1,7,0,2.17,Low Value Customers,0,0,0,0,0,0
2036,PhD,Married,41,57906.0,1,4,0,3.0,Low Value Customers,0,0,0,0,0,0
115,Master,Single,48,43456.0,1,5,0,3.22,Medium Value Customer,0,0,0,0,0,0
4259,Master,Single,28,19485.0,2,7,0,0.29,Lost Customers,0,0,0,0,0,0
8687,Graduation,Married,36,53172.0,1,3,0,2.6,Low Value Customers,0,0,0,0,0,0
2447,Graduation,Married,35,30545.0,1,7,0,1.13,Lost Customers,0,0,0,0,0,0
10140,PhD,Married,31,70123.0,0,3,0,3.01,Medium Value Customer,0,1,0,1,0,0
9353,Graduation,Single,55,62450.0,1,3,0,2.55,Low Value Customers,0,0,0,1,0,0
3623,Graduation,Married,38,21675.0,1,7,0,1.84,Low Value Customers,0,0,0,0,0,0
738,Others,Single,33,42395.0,2,7,0,2.25,Low Value Customers,0,0,0,0,0,0
7631,Master,Married,36,61346.0,1,3,0,4.03,High value Customer,0,0,0,0,0,0
4789,Graduation,Married,61,80812.0,0,2,0,2.69,Low Value Customers,1,0,1,0,1,0
773,Master,Divorced,43,42835.0,2,6,0,3.81,Medium Value Customer,0,0,0,0,0,0
10602,Graduation,Married,31,39922.0,1,8,0,1.85,Low Value Customers,0,0,0,0,0,0
1446,Master,Single,58,86424.0,0,1,0,4.75,Top Customers,0,0,0,0,0,0
3270,Others,Married,36,17117.0,1,9,0,1.67,Low Value Customers,0,0,0,0,0,0
8443,Graduation,Single,42,24762.0,1,8,0,1.96,Low Value Customers,0,0,1,0,0,1
9653,Graduation,Married,39,35797.0,1,8,0,1.54,Lost Customers,0,0,0,0,0,0
